rank	word	part_of_speech	hanja	explanation	nikl_level	topik_level
1798	일어서다	동사		자리에서	초급	C
1784	일요일	명사	日曜日	요일	초급	A
1725	일월01	명사	一月	달(월)	초급	A
680	일으키다	동사		윗몸을	중급	B
4934	일일이02	부사	一一-	일일이 검사하다	중급	C
3709	일자05	명사	日子			C
7884	일자리	명사		를 구하다	중급	C
	일정01	명사		일정 기준	중급	
3083	일정03	명사	日程	을 짜다	중급	B
	일정표	명사		가 바뀌다	중급	
1360	일정하다	형용사	一定-			C
2118	일종03	명사	一種	일종의 자유	중급	C
1456	일주일	명사	一週日	이 걸리다	초급	A
1186	일찍	부사		일찍 일어나다	초급	A
3160	일찍이	부사		일찍이 나서다	중급	C
3653	일체01	명사	一切	일체 금지하다	중급	C
	일체01	부사		일체 금지하다	중급	
	일출01	명사		을 보다	중급	
4638	일치01	명사	一致	의견 일치	중급	C
2558	일치하다	동사	一致-			C
661	일하다	동사				A
2368	일행01	명사	一行	과 헤어지다	중급	C
7343	일회용	명사	一回用	일회용 젓가락	중급	B
9305	일회용품	명사	一回用品	을 사용하다	중급	B
	일흔	관형사		숫자	초급	
13695	일흔	수사		숫자	초급	A
	읽기	명사		를 배우다	중급	
209	읽다	동사		책을	초급	A
9306	읽히다01	동사		'읽다'의 피동사; 책이	중급	B
	읽히다02	동사		책을	중급	
756	잃다	동사		물건을	초급	A
2606	잃어버리다	동사		물건을	초급	A
4097	임금01	명사				C
1048	임금03	명사	賃金	을 올리다	중급	B
3769	임무01	명사	任務	를 맡기다	중급	C
2808	임시02	명사	臨時	로 맡다	중급	B
1549	임신02	명사	妊娠	임신 초기	중급	B
5393	임신부	명사	妊娠婦			C
6871	임신하다	동사	妊娠-			C
338	입	명사		을 열다	초급	A
2165	입구02	명사	入口	지하철	초급	B
14774	입국02	명사	入國	출국	중급	C
	입금	명사		입금 통장	중급	
354	입다01	동사		옷을 ~	초급	A
4725	입대01	명사	入隊	제대	중급	C
5961	입력	명사	入力	자료 입력	중급	C
6468	입력하다	동사	入力-			C
4229	입맛	명사		이 좋다	중급	C
	입사03	명사		입사 시험	중급	
8518	입사04	명사	入社			C
10204	입사하다04	동사	入社-			C
1679	입술	명사		신체	초급	B
1106	입시04	명사	入試	대학 입시	중급	C
6293	입원01	명사	入院	입원 환자	초급	B
6872	입원하다01	동사	入院-			B
	입장02	명사		무료 입장	중급	
450	입장04	명사	立場	을 밝히다	중급	C
	입장권	명사		을 사다	초급	
	입장료	명사		를 내다	중급	
2012	입학	명사	入學	대학 입학	초급	B
	입학시험	명사		에 합격하다	초급	
	입학식	명사		을 치르다	중급	
4302	입학하다	동사	入學-			B
3884	입히다	동사		옷을	중급	C
737	잇다01	동사		끈을	중급	C
2874	잇따르다	동사		차가	중급	C
888	있다01	동사		집에	초급	A
3	있다01	보조 용언				A
4	있다01	형용사		집에	초급	A
931	잊다01	동사		번호를	초급	A
2905	잊어버리다	동사		번호를	초급	A
6294	잊혀지다	동사				C
	잊히다	동사		기억에서	중급	
1680	잎01	명사		이 떨어지다	초급	A
	-자30	접사		과학자	중급	
8520	자01	명사		~로 재다	중급	C
1277	자04	감탄사		자, 갑시다	중급	B
1669	자14	명사	字	이름 석 ~; 하늘 천 자	중급	C
871	자18	의존명사	者			C
5264	자가용	명사	自家用	으로 출근하다	중급	B
2204	자격04	명사	資格	보호자 자격	중급	B
6470	자격증	명사	資格證	을 따다	중급	C
2936	자극01	명사	刺戟	피부에 자극이 되다	중급	C
3832	자극하다	동사	刺戟-			C
	자기03	대명사		를 반성하다	중급	
	자기03	명사		를 반성하다	중급	
126	자기04	대명사	自己			B
427	자기04	명사	自己			B
	자기소개	명사		를 하다	초급	
1385	자꾸01	부사		자꾸 반복하다	초급	B
3654	자꾸만	부사		자꾸만 귀찮게 하다	중급	B
1606	자네01	대명사				C
1523	자녀01	명사	子女	를 기르다	중급	C
541	자다01	동사		잠을	초급	A
2721	자동01	명사	自動	으로 움직이다	중급	B
796	자동차	명사	自動車	를 운전하다	초급	A
	자동판매기	명사		를 누르다	초급	
5139	자라나다	동사		몸이	중급	B
767	자라다01	동사		커지다; 나무가	초급	B
4303	자랑01	명사		을 하다	초급	C
2581	자랑스럽다	형용사		아들이	중급	B
2875	자랑하다01	동사				B
509	자료03	명사	資料	를 찾다	중급	B
1166	자르다01	동사		머리를	초급	B
229	자리01	명사		~가 없다; 에 앉다	초급	A
6664	자리02	명사		를 펴다; ~를 깔다	중급	C
	자막	명사		이 나오다	중급	
7890	자매03	명사	姉妹	가족	중급	C
	자본02	명사		이 부족하다	중급	
5535	자부심	명사	自負心	을 느끼다	중급	C
4828	자살01	명사	自殺	을 시도하다	중급	C
9748	자살하다01	동사	自殺-			C
630	자세02	명사	姿勢	를 잡다	중급	C
4013	자세하다01	형용사	仔細-	설명이	중급	C
2255	자세히	부사	仔細-	자세히 알다	초급	B
504	자식01	명사	子息	을 기르다	초급	B
72	자신01	명사	自身	나 자신	초급	B
2143	자신02	명사	自信	이 있다	중급	B
3946	자신감	명사	自信感	이 넘치다	중급	C
348	자연01	명사	自然	으로 돌아가다	초급	B
	자연01	부사		으로 돌아가다	초급	
924	자연스럽다	형용사	自然-	표정이	중급	B
	자연적	관형사		자연적 환경	중급	
9749	자연적	명사	自然的	자연적 환경	중급	C
5962	자연현상	명사	自然現象			C
3293	자연환경	명사	自然環境	을 보호하다	중급	C
3770	자연히	부사	自然-	자연히 없어지다	중급	C
1457	자원04	명사	資源	이 부족하다	중급	C
757	자유03	명사	自由	를 누리다	초급	B
1278	자유롭다	형용사	自由-	활동이	중급	B
3161	자율	명사	自律			C
5048	자장면	명사		&중Zhajiangmian; 음식	초급	A
1224	자전거	명사	自轉車	를 타다	초급	A
5049	자정01	명사	子正			C
3015	자존심	명사	自尊心	을 지키다	중급	C
674	자주01	부사		자주 만나다	초급	A
	자주색	명사		으로 색칠하다	중급	
286	자체02	명사	自體			B
6876	자취01	명사				C
	자취03	명사		자취 생활	중급	
2876	자판01	명사	字板			C
8904	자판기	명사	自販機	커피 자판기	초급	B
565	작가01	명사	作家	시나리오 작가	중급	B
	작곡01	명사		작곡 공부	중급	
	작곡가	명사		가요 작곡가	중급	
1040	작년	명사	昨年	시간	초급	A
259	작다01	형용사		얼굴이	초급	A
	작동01	명사		을 멈추다	중급	
	작문01	명사		을 읽다	중급	
4456	작성01	명사	作成	보고서 작성	중급	C
3494	작성하다	동사	作成-			C
8198	작아지다	동사				B
424	작업01	명사	作業	준비 작업	중급	C
1081	작용01	명사	作用	불리한 작용	중급	C
1560	작용하다01	동사	作用-			C
52406	작은딸	명사				C
19302	작은아들	명사				C
12048	작은아버지	명사		친척	중급	C
21595	작은어머니	명사		친척	중급	C
	작은집	명사		에 가다	중급	
	작전01	명사		을 생각하다	중급	
262	작품01	명사	作品	예술 작품	중급	C
884	잔03	명사	盞	커피 잔	초급	A
	잔돈02	명사		을 모으다	중급	
7107	잔디	명사				C
7353	잔디밭	명사		에 앉다	중급	C
2166	잔뜩	부사		잔뜩 사다	중급	B
	잔소리	명사		를 늘어 놓다	중급	
	잔액	명사		이 부족하다	중급	
3710	잔치01	명사		생일 잔치	초급	B
68	잘02	부사		잘 알다	초급	A
4099	잘나다	형용사		외모가	중급	C
1402	잘되다	동사		일이	초급	B
4457	잘리다01	동사		나무가	중급	C
1371	잘못	명사		이 많다	초급	B
1775	잘못	부사		이 많다	초급	B
1541	잘못되다	동사		순서가	초급	B
1861	잘못하다	동사		선택을	초급	B
6295	잘살다	동사		잘사는 나라	중급	B
6668	잘생기다	형용사		얼굴이	초급	B
479	잘하다	동사		외국어를	초급	A
640	잠01	명사		을 자다	초급	A
6877	잠그다01	동사		서랍을 ~; 문을	중급	C
	잠기다01	동사		문이	중급	
2696	잠기다02	동사		물에 ~	중급	C
2582	잠깐	명사		잠깐 기다리다	초급	A
2607	잠깐	부사		잠깐 기다리다	초급	A
2608	잠들다	동사		아기가	중급	B
6126	잠바	명사		jumper		C
6127	잠수함02	명사	潛水艦			C
2144	잠시	명사	暫時	잠시 기다리다	초급	B
722	잠시	부사	暫時	잠시 기다리다	초급	A
12049	잠옷	명사		을 입다	중급	B
4547	잠자다	동사		새근새근 잠자다	초급	A
4151	잠자리01	명사		~를 바꾸다		C
19306	잠자리02	명사		곤충; 를 잡다	중급	C
202	잡다01	동사		손을	초급	A
9317	잡수다	동사				C
6878	잡수시다	동사		진지를	초급	A
5266	잡아당기다	동사		문을	중급	C
3885	잡아먹다	동사		소를	중급	C
1862	잡지	명사	雜誌	를 보다	초급	A
	잡채	명사		음식	초급	
1550	잡히다02	동사		도둑이; '잡다'의 피동사	중급	B
	-장44	접사		운동장	중급	
	장21	의존명사		한 장	초급	
925	장22	의존명사	張	종이 한 ~		A
2664	장25	명사	章			B
6296	장가01	명사		~가다; 를 가다	중급	B
12051	장갑01	명사	掌匣	을 끼다	초급	B
556	장관02	명사	長官	에 임명되다	중급	C
1200	장군04	명사	將軍			B
5660	장기간	명사	長期間	장기간 머물다	중급	C
	장기적	관형사		장기적 목표	중급	
5395	장기적	명사	長期的	장기적 목표	중급	C
3772	장난	명사		이 심하다	중급	C
6879	장난감	명사		을 가지고 놀다	초급	B
4152	장남03	명사	長男	장녀	중급	B
	장단점	명사		을 파악하다	중급	
2722	장래	명사	將來	를 준비하다	중급	B
6880	장례02	명사	葬禮			C
9751	장례식	명사	葬禮式	을 치르다	중급	C
3084	장르	명사		영화 장르; &프genre	중급	C
7605	장마01	명사		가 오다	초급	B
	장마철	명사		이 다가오다	중급	
1284	장면04	명사	場面	을 목격하다	중급	C
11360	장모01	명사	丈母	장인	중급	C
8906	장모님	명사	丈母-			C
12818	장미05	명사	薔薇	꽃	초급	A
	장미꽃	명사		을 받다	중급	
2842	장비07	명사	裝備			C
2220	장사01	명사		가 잘되다	중급	B
9319	장사꾼	명사				C
1325	장소05	명사	場所	를 정하다	초급	A
6128	장수01	명사		사과 ~		C
	장수08	명사		장수 마을	중급	
3370	장식05	명사	裝飾	을 달다	중급	C
	장애02	명사		가 되다	중급	
6671	장애인	명사	障碍人	장애인 복지	중급	C
13715	장인02	명사	丈人	장모	중급	C
2779	장점02	명사	長點	이 많다	중급	B
5537	장차02	부사	將次			C
	장하다01	형용사		아들이	중급	
	장학01	명사		장학 사업	중급	
6129	장학금	명사	奬學金	을 받다	중급	B
3655	잦다03	형용사		왕래가 ~		C
	재-17	접사		재등록	중급	
4100	재능	명사	才能	예술적 재능	중급	C
6130	재다02	동사		저울로 ~; 무게를	중급	C
	재떨이	명사		에 버리다	중급	
750	재료01	명사	材料	를 준비하다	초급	B
1439	재미01	명사		가 있다	초급	A
5538	재미없다	형용사		이야기가	초급	A
697	재미있다	형용사		이야기가	초급	A
5804	재밌다	형용사		재미있다		C
3833	재빨리	부사		재빨리 도망치다	중급	C
662	재산	명사	財産	을 모으다	중급	B
4641	재생01	명사	再生	의 기회	중급	C
9755	재수03	명사	財數	가 좋다	중급	C
10218	재우다01	동사		고기를 양념에 ~		C
	재우다03	동사		아이를	중급	
9757	재작년	명사	再昨年	재작년 여름	중급	B
1873	재정05	명사	財政			C
5396	재주01	명사		가 많다	중급	C
4230	재즈	명사		jazz		C
9758	재채기	명사		가 나오다	초급	B
	재킷	명사		을 입다	중급	
2030	재판06	명사	裁判	이 열리다	중급	C
7606	재학02	명사	在學	재학 증명서	중급	C
	재학생	명사		이 늘다	중급	
8527	재활용	명사	再活用	재활용 쓰레기	중급	C
6672	재활용품	명사	再活用品	을 모으다	중급	C
	잼01	명사		을 바르다	중급	
6131	쟤	줄어든 말		저 아이	중급	B
	저-11	접사		저학년	중급	
56	저03	대명사		일인칭 대명사; 사람(1인칭)	초급	A
460	저04	관형사		이도 저도; 멀리 있는 대상	초급	A
7608	저04	대명사		이도 저도; 멀리 있는 대상	초급	A
1833	저05	감탄사		저, 있잖아요.	초급	B
4015	저거01	대명사		저것	초급	A
4304	저것	대명사		−	초급	A
3201	저고리01	명사				C
52763	저곳	대명사		장소	초급	A
	저금	명사		을 하다	초급	
	저급01	명사		저급 문화	중급	
1692	저기01	대명사		장소	초급	A
7355	저기02	감탄사		저기, 잠깐만요	중급	C
634	저녁	명사		이 되다	초급	A
8910	저녁때	명사		에 만나다	중급	B
6673	저러다	동사		떠들고 저러다	중급	C
3773	저런01	관형사		그런	초급	B
9325	저런02	감탄사				B
	저렇게	줄어든 말		저러하게		B
3085	저렇다	형용사		−	초급	B
	저렴하다	형용사		비용이	중급	
6674	저리01	부사		저리 가라; 저곳으로	중급	B
	저마다	명사		저마다 다르다	중급	
4153	저마다	부사		저마다 다르다	중급	C
	저만큼	명사		저만큼 느끼다	중급	
	저만큼	부사		저만큼 느끼다	중급	
7897	저번02	명사	這番	저번 주	초급	B
	저분01	대명사		이분	초급	
8914	저울01	명사		에 달다	중급	C
5661	저자05	명사	著者	책의 저자	중급	B
	저장04	명사		파일 저장	중급	
3326	저절로	부사		저절로 가다	중급	C
1703	저지르다	동사		실수를	중급	C
2031	저쪽	대명사		방향	초급	A
4016	저축03	명사	貯蓄	저축 예금	중급	B
5540	저편	대명사	-便			C
1245	저희01	대명사		저희 회사	초급	B
	-적18	접사		일반적	중급	
363	적03	의존명사				B
2665	적13	명사	敵	을 공격하다	중급	B
2167	적극	명사	積極	적극 검토하다	중급	B
	적극적	관형사		적극적 태도	중급	
1279	적극적	명사	積極的	적극적 태도	중급	B
1334	적다01	동사		이름을; 답을 ~	초급	A
590	적다02	형용사		경험이 ~; 양이	초급	A
2583	적당하다02	형용사	適當-	가격이	초급	B
2780	적당히	부사	適當-	적당히 마시다	중급	B
4730	적성05	명사	適性	에 맞다	중급	C
1447	적어도	부사		적어도 일주일	중급	B
8918	적어지다	동사		사람이	중급	B
2877	적용	명사	適用	받다	중급	C
2584	적용되다	동사	適用-			C
2454	적용하다	동사	適用-			B
6297	적응02	명사	適應	이 빠르다	중급	C
4232	적응하다02	동사	適應-			C
	적자02	명사		가 나다	중급	
1930	적절하다	형용사	適切-	상황이	중급	C
3835	적합하다	형용사	適合-			C
3600	적히다	동사		숫자가	중급	C
712	전07	관형사	全	~ 국민; 전 세계	초급	C
534	전08	관형사	前	오래 전	초급	A
115	전08	명사	前	오래 전	초급	A
2535	전개02	명사	展開	가 이루어지다	중급	C
2723	전개되다	동사	展開-			C
3371	전개하다02	동사	展開-			C
3495	전공05	명사	專攻	을 결정하다	초급	B
4936	전공하다01	동사	專攻-			C
9762	전구10	명사	電球			C
709	전국03	명사	全國	을 돌다	중급	B
	전국적	관형사		전국적 규모	중급	
4154	전국적	명사	全國的	전국적 규모	중급	C
2878	전기09	명사	前期			C
7610	전기12	명사	傳記			C
1834	전기15	명사	電氣	가 끊기다	초급	B
6884	전기밥솥	명사				B
3372	전날	명사	前-	시험 전날	중급	B
4459	전달03	명사	傳達	물건 전달	중급	C
3712	전달되다	동사	傳達-			C
2424	전달하다02	동사	傳達-			B
	전라도	고유 명사	全羅道			B
1500	전망03	명사	展望	이 좋다	중급	C
4731	전망하다02	동사	展望-			C
1015	전문08	명사	專門	전문 분야	중급	B
1379	전문가	명사	專門家	를 초빙하다	중급	B
	전문적	관형사		전문적 지식	중급	
5805	전문적	명사	專門的	전문적 지식	중급	C
9765	전문점	명사	專門店	커피 전문점	중급	C
7358	전문직	명사	專門職	에 종사하다	중급	C
4155	전반03	명사	全般			C
3373	전반적	명사	全般的			C
3202	전부05	명사	全部	전부 모이다	초급	B
3713	전부05	부사	全部	전부 모이다	초급	B
5662	전선10	명사	戰線			C
5399	전설04	명사	傳說	이 내려오다	중급	C
7110	전세07	명사	傳貰	로 살다	중급	C
5140	전시04	명사	展示	전시 상품	중급	C
10226	전시되다	동사	展示-			C
7900	전시장	명사	展示場	을 둘러보다	중급	C
7612	전시하다01	동사	展示-			C
4460	전시회	명사	展示會	를 관람하다	중급	C
3774	전용04	명사	專用	외국인 전용	중급	C
	전원03	명사		전원 출석	중급	
	전원07	명사		을 끄다	중급	
2293	전자06	명사	電子	전자 제품	중급	B
	전자레인지	명사		에 데우다	중급	
	전자사전	명사		을 찾다	중급	
533	전쟁	명사	戰爭	한국 전쟁	중급	B
	전제08	명사		전제 조건	중급	
	전주	고유 명사	全州			C
4643	전철04	명사	電鐵	을 타다	초급	B
329	전체01	명사	全體	전체 국민	초급	B
	전체적	관형사		전체적 분위기	중급	
2393	전체적	명사	全體的	전체적 분위기	중급	B
	전통05	명사		을 잇다	중급	
881	전통06	명사	傳統			B
9767	전통문화	명사	傳統文化			C
	전통적	관형사		전통적 방식	중급	
2455	전통적	명사	傳統的	전통적 방식	중급	B
797	전하다	동사	傳-	편지를	초급	B
2294	전해지다	동사	傳-			B
496	전혀01	부사	全-	전혀 모르다	초급	B
375	전화07	명사	電話	를 걸다	초급	A
7360	전화기	명사	電話機	가 울리다	초급	B
3836	전화번호	명사	電話番號	를 묻다	초급	A
4461	전화하다02	동사	電話-			A
2295	전환03	명사	轉換			C
4462	전환하다02	동사	轉換-			C
4938	전후01	명사	前後	전후 사정	중급	C
2510	절01	명사		에 다니다; 사찰	중급	B
3327	절02	명사		을 올리다; ~을 하다	중급	B
5401	절08	명사	節	1장 1절	중급	C
4233	절대05	명사	絶對	절대 안정	중급	C
3434	절대05	부사	絶對	절대 안정	중급	B
2477	절대로	부사	絶對-	절대로 아니다	중급	B
	절대적	관형사		절대적 신뢰	중급	
3248	절대적	명사	絶對的	절대적 신뢰	중급	C
3656	절망02	명사	絶望	에 빠지다	중급	C
2394	절반	명사	折半	절반 이상	중급	B
7904	절약	명사	節約	시간 절약	중급	C
6676	절약하다	동사	節約-			B
1430	절차02	명사	節次	수속 절차	중급	C
528	젊다	형용사		나이가	초급	B
1255	젊은이	명사		젊은이의 꿈	중급	B
5808	젊음	명사		을 유지하다	중급	C
	-점11	접사		백화점	중급	
109	점10	명사	點	을 찍다	중급	B
1577	점10	의존명사	點	을 찍다	중급	B
5273	점검	명사	點檢	을 받다	중급	C
3602	점수06	명사	點數	가 높다	초급	B
2256	점심	명사	點心	에 만나다	초급	A
9328	점심때	명사	點心-	가 되다	초급	B
6132	점심시간	명사	點心時間	이 되다	초급	A
8536	점원01	명사	店員	으로 일하다	중급	B
5809	점잖다	형용사		말투가	중급	C
1143	점점01	부사	漸漸	점점 추워지다	초급	B
	점차02	명사		점차 좋아지다	중급	
1285	점차02	부사	漸次	점차 좋아지다	중급	B
	점퍼	명사		를 입다	중급	
1785	접근	명사	接近	을 막다	중급	C
2395	접근하다	동사	接近-			C
3657	접다01	동사		종이를	초급	C
	접속	명사		을 끊다	중급	
	접수03	명사		원서 접수	중급	
4234	접시	명사		에 담다	초급	B
	접어들다	동사		겨울에	중급	
2536	접촉	명사	接觸	을 피하다	중급	C
3086	접하다01	동사	接-	소식을	중급	C
4550	젓가락	명사		을 쓰다	초급	A
2559	젓다01	동사		커피를	중급	B
2269	정20	명사	情	이 들다	중급	B
9769	정거장	명사	停車場	버스 정거장	초급	B
3497	정기07	명사	定期	정기 휴일	중급	C
	정기적	관형사		정기적 모임	중급	
7616	정기적	명사	定期的	정기적 모임	중급	C
7906	정답	명사	正答	을 고르다	중급	B
1422	정당07	명사	政黨	에 가입하다	중급	C
86	정도11	명사	程度	어느 정도	초급	B
5966	정류장	명사	停留場	버스 정류장	초급	A
2323	정리09	명사	整理	책상 정리	초급	B
6302	정리되다	동사	整理-			C
1212	정리하다	동사	整理-			B
5275	정말01	감탄사	正-			B
3129	정말01	명사	正-	정말 좋다	초급	B
349	정말01	부사	正-	정말 좋다	초급	A
2425	정말로	부사	正-	정말로 믿다	중급	B
2906	정면01	명사	正面	을 향하다	중급	C
4305	정문03	명사	正門	으로 다니다	초급	B
6677	정반대	명사	正反對	가 되다	중급	C
435	정보06	명사	情報	를 수집하다	중급	B
3886	정보화	명사	情報化	정보화 사회	중급	C
136	정부08	명사	政府	한국 정부	중급	C
3328	정비05	명사	整備			C
4939	정상02	명사	正常	정상 수업	중급	C
1931	정상11	명사	頂上			B
	정상적	관형사		정상적 생활	중급	
4940	정상적	명사	正常的	정상적 생활	중급	C
3087	정성11	명사	精誠	을 다하다	중급	C
	정수기	명사		를 설치하다	중급	
2609	정식01	명사	正式	정식 회원	중급	B
319	정신12	명사	精神	절약 정신	중급	B
5547	정신과	명사	精神科			C
	정신없다	형용사		게임에	중급	
5968	정신없이	부사	精神-	정신없이 일하다	초급	C
	정신적	관형사		정신적 여유	중급	
2270	정신적	명사	精神的	정신적 여유	중급	B
7907	정오01	명사	正午	정오 뉴스	중급	C
	정원03	명사		정원 미달	중급	
5276	정원06	명사	庭園	을 가꾸다	초급	B
	정육점	명사		에서 고기를 사다	중급	
	정의05	명사		를 내리다	중급	
	정작01	명사		정작 할 말은 못하다	중급	
	정작01	부사		정작 할 말은 못하다	중급	
8205	정장04	명사	正裝	을 입다	중급	C
5666	정지06	명사	停止	운행 정지	중급	C
	정직01	명사		을 추구하다	중급	
5969	정직하다01	형용사	正直-			C
	정착	명사		정착 생활	중급	
	정책02	명사		정책 수립	중급	
234	정치03	명사	政治	정치 활동	중급	B
2560	정치권	명사	政治權			C
2843	정치인	명사	政治人	이 되다	중급	C
	정치적	관형사		정치적 대립	중급	
2844	정치적	명사	政治的	정치적 대립	중급	B
4463	정치학	명사	政治學			C
803	정하다03	동사	定-	약속을	초급	B
2939	정해지다	동사	定-			B
	정형외과	명사		에서 치료하다	초급	
	정확01	명사		발음이	초급	
1016	정확하다01	형용사	正確-			B
2257	정확히01	부사	正確-	정확히 계산하다	중급	B
5403	젖	명사		을 먹이다	중급	C
1466	젖다01	동사		옷이	초급	B
	-제21	접사		추모제	중급	
	-제24	접사		영양제	중급	
	제-22	접사		제삼	중급	
	제01	대명사		사람(1인칭)	초급	
	제26	줄어든 말		제 생각	중급	
	제거03	명사		냄새 제거	중급	
2809	제거하다	동사	除去-			C
4236	제공04	명사	提供	자료 제공	중급	C
1440	제공하다02	동사	提供-			B
36191	제과점	명사	製菓店	에서 빵을 사다	중급	C
619	제대로	부사		제대로 갖추다	중급	B
7909	제대하다	동사	除隊-			C
	제도01	명사		결혼 제도	중급	
5549	제도적	명사	制度的			C
	제때	명사		제때를 놓치다	중급	
1524	제목02	명사	題目	을 짓다	초급	B
3547	제발01	부사		제발 부탁이야	중급	B
3162	제법01	부사		제법 잘하다	중급	B
4017	제비02	명사		동물		C
1932	제사07	명사	祭祀	를 지내다	중급	C
8539	제삿날	명사	祭祀-			C
4833	제시02	명사	提示	의견 제시	중급	C
	제시간	명사		에 맞추다	중급	
3659	제시되다	동사	提示-			C
932	제시하다01	동사	提示-			C
4018	제안02	명사	提案	을 받다	중급	C
4019	제안하다02	동사	提案-			C
3088	제약01	명사	制約	이 많다	중급	C
	제외02	명사		제외 대상	중급	
4834	제외되다	동사	除外-			C
1467	제외하다	동사	除外-			C
3498	제의04	명사	提議			C
5667	제의하다	동사	提議-			C
733	제일04	명사	第一	제일 좋아하다	초급	A
	제일04	부사		제일 좋아하다	초급	
2032	제자01	명사	弟子	스승과 제자	중급	C
4160	제자리	명사		에 꽂다	중급	C
2221	제작02	명사	製作	음반 제작	중급	C
3249	제작하다02	동사	製作-			C
	제주도	고유 명사	濟州島			A
	제주도01	명사		지명	초급	
7366	제출02	명사	提出	보고서 제출	중급	C
2976	제출하다02	동사	提出-			B
516	제품02	명사	製品	가죽 제품	중급	B
2222	제한01	명사	制限	나이 제한	중급	B
3603	제한되다	동사	制限-			C
3436	제한하다	동사	制限-			C
	조05	관형사		오조 이천억	중급	
	조05	수사		오조 이천억	중급	
1726	조13	의존명사	條			C
6680	조15	명사	組			C
6303	조15	의존명사	組			C
3049	조각01	명사		이 나다; 얼음 ~	중급	C
2907	조각05	명사	彫刻			B
5812	조개01	명사		동물		C
468	조건02	명사	條件	성공 조건	중급	B
5142	조그마하다	형용사				C
2324	조그맣다	형용사		얼굴이	중급	B
663	조금01	명사		조금 먹다	초급	A
738	조금01	부사		조금 먹다	초급	A
1735	조금씩	부사		조금씩 가다	초급	B
5277	조기05	명사	早期	이른 시기	중급	C
7116	조깅	명사		jogging; 을 하다	중급	C
	조끼01	명사		를 입다	중급	
5406	조르다02	동사		사 달라고 조르다; 요구하다	중급	C
	조리09	명사		조리 시간	중급	
	조림01	명사		생선 조림	중급	
5668	조명06	명사	照明	실내 조명	중급	C
1736	조미료	명사	調味料	를 넣다	중급	C
336	조사30	명사	調査	조사 결과	중급	B
885	조사하다12	동사	調査-			B
1583	조상07	명사	祖上	을 모시다	중급	B
	조선05	고유 명사	朝鮮			C
	조심02	명사		운전 조심	초급	
2977	조심스럽다	형용사	操心-	말이	중급	B
2666	조심하다02	동사	操心-			B
	조언01	명사		을 구하다	중급	
2610	조용하다01	형용사		집이	초급	A
2047	조용히	부사		조용히 말하다	초급	B
	조작02	명사		음성 조작	중급	
5551	조절02	명사	調節	컨디션 조절	중급	C
3837	조절하다02	동사	調節-			C
3838	조정09	명사	調整	시간 조정	중급	C
5971	조정하다06	동사	調整-			C
683	조직	명사	組織			C
4835	조카	명사		가족	초급	B
	조화07	명사		를 이루다	중급	
5669	조화되다	동사	調和-			C
	존경	명사		을 받다	중급	
5278	존경하다	동사	尊敬-			C
9778	존댓말	명사	尊待-			B
510	존재	명사	存在	를 인정하다	중급	C
798	존재하다	동사	存在-			C
	존중	명사		을 받다	중급	
3437	존중하다	동사	尊重-			C
7913	졸다01	동사		깜빡 졸다	초급	B
10242	졸리다01	동사		자고 싶다; 졸려서 자다	중급	C
	졸리다01	형용사		졸려서 자다	중급	
2845	졸업	명사	卒業	입학	초급	A
6307	졸업생	명사	卒業生	을 배출하다	중급	B
	졸업식	명사		을 치르다	중급	
2145	졸업하다	동사	卒業-			A
10243	졸음01	명사		이 쏟아지다	중급	C
90	좀02	부사		좀 비싸다; 조금	초급	A
	좀처럼	부사		좀처럼 안 되다	중급	
1754	좁다01	형용사		방이	초급	B
8210	좁히다01	동사		길을	중급	C
1810	종09	명사	種			B
5279	종13	명사	鐘			C
921	종교	명사	宗敎	를 믿다	중급	B
	종교적	관형사		종교적 신념	중급	
7619	종교적	명사	宗敎的	종교적 신념	중급	C
	종로	고유 명사	鍾路			B
	종류	명사		가 다양하다	초급	
973	종류02	명사	種類			B
5281	종소리	명사	鐘-			C
	종아리	명사		가 굵다	중급	
2512	종업원	명사	從業員	직업	초급	B
1423	종이01	명사		에 쓰다	초급	A
10245	종이컵	명사		-cup; 을 쓰다	중급	B
3499	종일01	명사	終日	종일 흐리다	중급	B
	종일01	부사		종일 흐리다	중급	
3887	종종04	부사	種種	종종 들르다; ~ 놀러 오세요	중급	C
1266	종합	명사	綜合	종합 검사	중급	B
5052	종합하다	동사	綜合-			C
45	좋다01	형용사		날씨가	초급	A
8212	좋아	감탄사				C
3500	좋아지다	동사				B
438	좋아하다	동사		꽃을	초급	A
4464	좌석	명사	座席	에 앉다	중급	B
2748	좌우01	명사	左右	좌우 날개	중급	C
	좌측	명사		에 배치되다	중급	
	좌회전	명사		을 하다	중급	
1799	죄03	명사	罪	를 짓다	중급	C
2724	죄송하다	형용사	罪悚-	마음이	초급	A
3948	죄인	명사	罪人			C
2749	주03	관형사	主	~ 고객		C
2183	주26	명사	週	이번 주	초급	A
2585	주26	의존명사	週	이번 주	초급	A
	주간05	명사		주간 계획	중급	
	주간05	의존명사		주간 계획	중급	
5552	주거02	명사	住居			C
2698	주고받다	동사		이야기를	중급	C
	주관적	관형사		주관적 생각	중급	
7620	주관적	명사	主觀的	주관적 생각	중급	C
4553	주년02	의존명사	周年			C
101	주다01	동사		선물을	초급	A
23	주다01	보조 용언				A
641	주로01	부사	主-	주로 말하다	초급	B
5973	주름01	명사		이 생기다	중급	C
8546	주름살	명사				C
