frequency	korean	pos	hanja	hint	go_level	topik_level
1199	벽06	명사	壁	~에 걸다	B	초급
	벽시계	명사		~를 걸다		중급
	벽지02	명사		~를 바르다		중급
5108	변경04	명사	變更	계획 변경	C	중급
	변덕스럽다	형용사		성격이 ~		중급
3002	변동	명사	變動	~이 심하다	C	중급
5352	변명01	명사	辨明	~을 늘어놓다	C	중급
	변비01	명사		~가 심하다		중급
5755	변신01	명사	變身		C	
690	변하다	동사	變-	모양이 ~	B	초급
3280	변호사	명사	辯護士	직업	B	초급
294	변화	명사	變化	~를 겪다	B	중급
5620	변화되다	동사	變化-		C	
1975	변화하다	동사	變化-		B	
1346	별01	명사		~이 빛나다	A	초급
2681	별02	관형사	別	별 볼 일	B	중급
	-별04	접사		학년별		중급
3471	별다르다	형용사	別-	별다른 방법	C	중급
2335	별도01	명사	別途	~로 마련하다	C	중급
801	별로01	부사	別-	별로 없다	B	초급
	별말씀	명사		~이 없으시다		중급
4345	별명01	명사	別名	~을 짓다	C	중급
7784	별일	명사	別-	별일 없다	C	중급
1306	병04	명사	病	~에 걸리다	A	초급
1976	병05	명사	甁	~을 깨다	A	초급
4429	병들다	동사	病-	늙고 병들다	B	중급
	병문안	명사		~을 가다		초급
7524	병실02	명사	病室	~에 문병을 가다	C	중급
10058	병아리	명사			C	
628	병원02	명사	病院	~에 가다	A	초급
2926	보고03	명사	報告	~를 받다	B	중급
2629	보고서	명사	報告書	~를 작성하다	B	중급
3869	보고하다02	동사	報告-		C	
5217	보관01	명사	保管	냉장 보관	C	중급
2630	보관하다	동사	保管-		B	
	보급01	명사		기술 보급		중급
	보기01	명사		~를 보이다		중급
265	보내다	동사		편지를 ~	A	초급
7785	보내오다	동사			C	
4799	보너스	명사		bonus	C	중급
17	보다01	동사		신문을 ~	A	초급
21	보다01	보조 용언			A	
862	보다02	부사		한층 더	A	초급
1855	보도04	명사	報道	신문 보도	C	중급
4514	보도되다	동사	報道-		C	
2062	보도하다02	동사	報道-		C	
16935	보라색	명사	-色	색깔	C	초급
2682	보람	명사		~을 느끼다	B	중급
5493	보름01	명사		정월 보름	C	중급
	보름달	명사		~이 뜨다		중급
4515	보리01	명사		~를 재배하다	C	중급
	보리차	명사		~를 마시다		중급
	보물04	명사		~을 찾다		중급
5218	보살피다	동사		아이들을 ~	C	중급
	보상01	명사		~을 받다		중급
3811	보상02	명사	補償		C	
	보석04	명사		~이 반짝이다		중급
5911	보수06	명사	保守		C	
	보수09	명사		~를 받다		중급
6597	보수11	명사	補修		C	
8768	보수적	명사	保守的		C	
5912	보안01	명사	保安	~을 유지하다	C	중급
	보완	명사		문제점 보완		중급
5219	보완하다	동사	補完-		C	
93	보이다01	동사		'보다'의 피동사	B	초급
168	보이다02	동사		'보다'의 사동사	B	초급
5353	보자기02	명사	褓-		C	
3356	보장01	명사	保障	~을 받다	C	중급
3751	보장되다	동사	保障-		C	
3236	보장하다01	동사	保障-		C	
4346	보전03	명사	保全	생태계 보전	C	중급
4060	보조02	명사	補助	~를 받다	C	중급
4607	보존	명사	保存	보존 상태	C	중급
5220	보존하다	동사	保存-		C	
	보충	명사		보충 수업		중급
6802	보충하다	동사	補充-		C	
1392	보통	명사/부사	普通	이 넘다	A	초급
1794	보통	부사	普通		B	
3472	보편적	명사	普遍的		C	
	보행자	명사		보행자 도로		중급
2411	보험	명사	保險	~에 가입하다	B	중급
945	보호01	명사	保護	~를 받다	B	중급
4608	보호되다	동사	保護-		C	
1639	보호하다	동사	保護-		C	
	복12	명사		~을 받다		중급
4205	복13	명사	福		C	
2574	복도04	명사	複道	~로 나가다	B	중급
8085	복사09	명사	複寫	문서 복사	B	중급
23452	복사기	명사	複寫機		C	
	복사기02	명사		~로 문서를 복사하다		중급
8391	복사하다03	동사	複寫-		B	
	복수03	명사		~를 다짐하다		중급
13378	복숭아	명사		~를 먹다	C	중급
18638	복습	명사	復習	예습	B	초급
16943	복습하다	동사	復習-		B	
	복용01	명사		약물 복용		중급
1347	복잡하다	형용사	複雜-	생각이 ~	A	초급
	복통	명사		~으로 입원하다		중급
1698	볶다	동사		고기를 ~	B	초급
10549	볶음	명사		볶음 멸치	C	중급
8090	볶음밥	명사		음식	B	초급
6068	본03	관형사	本		C	
1592	본격적	명사	本格的		C	
	본능	명사		~에 따르다		중급
2158	본래	명사/부사	本來	부터 다르다	B	중급
4516	본부03	명사	本部	~에서 일하다	C	중급
6069	본사03	명사	本社		C	
2831	본성02	명사	本性		C	
4279	본인	명사/대명사	本人	본인 명의	C	중급
2128	본질02	명사	本質	~을 파악하다	C	중급
3752	볼01	명사		뺨	C	중급
	볼거리01	명사		~가 많다		중급
10551	볼링	명사		bowling	C	중급
6603	볼일	명사		~이 생기다	B	중급
9583	볼펜02	명사		ball pen	A	초급
972	봄01	명사		계절	A	초급
4206	봉사03	명사	奉仕	봉사 활동	C	중급
7527	봉사하다01	동사	奉仕-		C	
5496	봉지06	명사	封紙	~에 넣다	B	중급
2741	봉투02	명사	封套	~를 열다	B	초급
4903	뵈다01	동사		보이다	B	
5914	뵈다02	동사		웃어른을 보다	B	중급
4609	뵙다	동사		어른을 ~	B	초급
5915	부15	명사/의존명사	部	각 부의 책임자	C	중급
2526	부15	의존명사	部		B	
4517	부17	명사	富	~를 누리다	C	중급
	부-20	접사		부정확		중급
2315	부근03	명사	附近	학교 부근	B	중급
6605	부끄러움	명사		~을 타다	B	중급
	부끄러워하다	동사		아이가 ~		중급
2356	부끄럽다	형용사		부끄럽게 웃다	B	초급
1202	부담01	명사	負擔	~을 하다	C	중급
	부담스럽다	형용사		호의가 ~		중급
3638	부담하다01	동사	負擔-		C	
2500	부대08	명사	部隊	육군 부대	C	중급
1574	부동산	명사	不動産	~에 투자하다	B	중급
1062	부드럽다	형용사		머릿결이 ~	B	초급
2631	부딪치다	동사		손바닥을 ~	B	중급
5498	부딪히다	동사		차에 ~	C	중급
5621	부러워하다	동사		성공을 ~	B	중급
4430	부러지다	동사		뼈가 ~	C	중급
2412	부럽다	형용사		다른 사람이 ~	B	초급
227	부르다01	동사		이름을 ~	A	초급
6070	부르다02	형용사		배가 ~	B	초급
	부리다02	동사		멋을 ~		중급
665	부모01	명사	父母	~를 공경하다	A	중급
1160	부모님	명사	父母-	~께 효도하다	A	초급
1547	부문06	명사	部門	경제 부문	C	중급
977	부부03	명사	夫婦	부부 싸움	A	초급
291	부분01	명사	部分	~으로 나누다	B	초급
	부분적	관형사/명사		부분적 차이		중급
3753	부분적	명사	部分的		C	
	부산	고유 명사	釜山		A	
	부산02	명사		지명		초급
5356	부상05	명사	負傷	~을 당하다	C	중급
4207	부서12	명사	部署	~를 옮기다	C	중급
3930	부서지다	동사		문이 ~	C	중급
	부수다	동사		유리창을 ~		중급
2159	부엌	명사		~에서 요리하다	A	초급
2096	부위04	명사	部位	상처 부위	C	중급
1619	부인01	명사	夫人	아내	A	초급
7256	부인04	명사	婦人	중년 부인	C	중급
	부자03	명사		~가 닮다		중급
	부자07	명사		~가 되다		초급
3150	부자08	명사	富者		B	
2683	부작용	명사	副作用	~이 생기다	B	중급
9167	부잣집	명사	富者-	으리으리한 부잣집	B	중급
2413	부장07	명사	部長	~으로 승진하다	B	초급
5622	부재03	명사	不在		C	
1154	부정02	명사	不正	~을 저지르다	C	중급
	부정10	명사		긍정		중급
	부정적	관형사/명사		부정적 태도		중급
3410	부정적	명사	否定的		C	
2963	부정하다06	동사	否定-		C	
	부정확	명사		발음의 부정확		중급
1869	부족01	명사	不足	산소 부족	B	초급
1780	부족05	명사	部族	~을 지배하다	B	중급
1243	부족하다	형용사	不足-		B	
	부주의	명사		운전 부주의		중급
10068	부지런하다	형용사		사람이 ~	B	초급
5110	부지런히	부사		부지런히 일하다	C	중급
7789	부채01	명사		~를 부치다	C	중급
	부처01	명사		~를 따르다		중급
2472	부처04	명사	部處		B	
	부츠	명사		~를 신다		중급
4611	부치다02	동사		편지를 ~	B	초급
5757	부친	명사	父親	모친	C	중급
3582	부탁	명사	付託	~을 받다	B	초급
2927	부탁하다	동사	付託-		B	
3473	부품	명사	部品	~을 생산하다	C	중급
10070	부피	명사			C	
3640	부회장	명사	副會長		C	
	북06	명사		~으로 향하다		중급
7023	북07	명사	北		B	
	북미	명사		북미 지역		중급
3411	북부01	명사	北部	북부 지방	C	중급
2179	북쪽	명사	北-	방향	A	초급
	북한	고유 명사	北韓		B	
499	분01	의존명사		한 ~	A	초급
302	분08	의존명사		10시 20~	A	초급
2595	분노	명사	憤怒	~가 폭발하다	C	중급
	분단03	명사		국토 분단		중급
3583	분량	명사	分量	~을 조절하다	C	중급
	분류03	명사		분류 기준		중급
3412	분리04	명사	分離	쓰레기 분리 수거	C	중급
3812	분리되다	동사	分離-		C	
5359	분리하다03	동사	分離-		C	
2742	분명01	부사	分明	분명 맞다	B	중급
958	분명하다01	형용사	分明-	발음이 ~	C	초급
9169	분명해지다	동사	分明-		C	
1462	분명히	부사	分明-	분명히 들리다	B	중급
959	분석02	명사	分析	원인 분석	C	중급
1555	분석하다02	동사	分析-		B	
	분수05	명사		~를 모르다		중급
	분수11	명사		~를 내뿜다		중급
	분식04	명사		~을 먹다		초급
	분실02	명사		분실 사고		중급
	분실물	명사		~을 찾다		중급
517	분야	명사	分野	경제 분야	C	중급
425	분위기	명사	雰圍氣	어색한 ~	B	초급
7258	분주하다05	형용사	奔走-		C	
	분포02	명사		인구의 분포		중급
2527	분포하다02	동사	分布-		C	
33246	분필03	명사	粉筆	~로 쓰다	C	중급
11819	분홍색	명사	粉紅色	색깔	C	초급
506	불01	명사		~을 피우다	A	초급
	불-15	접사		불가능		중급
	불가01	명사		청소년 입장 불가		중급
	불가능	명사		~이 없다		중급
1593	불가능하다	형용사	不可能-		B	
3003	불가피하다	형용사	不可避-	선택이 ~	C	중급
3754	불고기	명사		음식	A	초급
3584	불과01	부사	不過		C	
934	불과하다	형용사	不過-		C	
567	불교	명사	佛敎	~를 믿다	B	중급
874	불구하다02	동사	不拘-	그럼에도 불구하고	C	중급
	불규칙	명사		규칙		중급
	불균형	명사		~이 심해지다		중급
4433	불꽃01	명사		~이 일어나다	B	중급
1263	불다01	동사		바람이 ~	A	초급
2964	불러일으키다	동사		관심을 ~	C	중급
	불리01	명사		유리		중급
1383	불리다04	동사		'부르다'의 피동사	B	
3755	불리다07	동사		물에 ~	C	중급
4061	불리하다	형용사	不利-		C	
1807	불만	명사	不滿	~을 품다	B	중급
	불만족	명사		~을 나타내다		중급
	불만족스럽다	형용사		표정이 ~		중급
1356	불법01	명사	不法	불법 주차	C	중급
7791	불법02	명사	佛法		C	
2501	불빛	명사		~이 비치다	B	중급
3188	불쌍하다	형용사		표정이 ~	B	초급
1992	불안01	명사	不安	~이 커지다	B	초급
2180	불안하다	형용사	不安-		B	
	불어03	명사		~로 말하다		중급
4348	불어오다	동사		바람이 ~	C	중급
	불완전	명사		완전		중급
6812	불완전하다	형용사	不完全-		C	
7026	불이익	명사	不利益	~을 당하다	C	중급
	불충분	명사		충분		중급
	불친절	명사		친절		중급
	불쾌	명사		~를 느끼다		중급
4062	불편01	명사	不便	~이 따르다	C	초급
1808	불편하다01	형용사	不便-		B	
6813	불평01	명사	不平	~을 늘어놓다	C	중급
	불평등	명사		~을 낳다		중급
6072	불평등하다	형용사	不平等-		C	
	불필요	명사		필요		중급
7027	불필요하다	형용사	不必要-		C	
3756	불행	명사	不幸	~을 느끼다	C	중급
3318	불행하다	형용사	不幸-		B	
	불확실	명사		확실		중급
8779	불확실하다	형용사	不確實-		C	
1946	붉다01	형용사		색깔이 ~	B	초급
6815	붐비다	동사		사람들로 ~	C	중급
8400	붓다01	동사		얼굴이 ~	C	중급
1841	붓다02	동사		물을 ~	B	중급
734	붙다	동사		먼지가 ~	B	초급
5360	붙들다	동사		팔을 ~	C	중급
705	붙이다	동사		우표를 ~	B	초급
3530	붙잡다	동사		치맛자락을 ~	C	중급
5759	붙잡히다	동사		범인이 ~	C	중급
	뷔페	명사		~에서 밥을 먹다		중급
5760	브랜드	명사		brand	C	
7795	블라우스	명사		blouse	B	초급
592	비01	명사		~가 내리다	A	초급
8401	비19	명사	碑		C	
	비-32	접사		비공식		중급
	-비33	접사		휴가비		중급
	비결03	명사		~을 공개하다		중급
2596	비교01	명사	比較	비교 대상	B	초급
1650	비교적	부사/관형사/명사	比較的	비교적 가깝다	B	중급
1508	비교하다	동사	比較-		B	
2336	비극	명사	悲劇	~이 일어나다	C	중급
10077	비기다01	동사		동점으로 ~	C	중급
2684	비난	명사	非難	~을 받다	C	중급
6608	비누	명사		~로 씻다	A	초급
3039	비닐	명사		vinyl	B	중급
7262	비닐봉지	명사	-封紙		B	
900	비다01	동사		집이 ~	C	초급
10565	비둘기	명사			C	
1882	비디오	명사		video	A	초급
1534	비로소	부사		비로소 깨닫다	C	중급
	비록01	부사		비록 가난하지만		중급
2283	비롯되다	동사		경험에서 ~	C	중급
863	비롯하다	동사		비롯한 일	C	중급
8781	비만01	명사	肥滿	~을 치료하다	C	중급
3757	비명02	명사	悲鳴	~을 지르다	C	중급
1357	비밀	명사	秘密	~을 지키다	B	초급
	비밀번호	명사		~를 누르다		중급
6249	비바람	명사		~이 치다	C	중급
	비법02	명사		~을 알려 주다		중급
4063	비비다	동사		눈을 ~	C	중급
13411	비빔밥	명사		음식	A	초급
5500	비상01	명사	非常	비상 대책	C	중급
	비상구	명사		~로 대피하다		중급
5501	비서05	명사	秘書		B	
760	비슷하다02	형용사		성격이 ~	A	초급
1819	비싸다	형용사		값이 ~	A	초급
1170	비용03	명사	費用	~이 들다	B	중급
2097	비우다01	동사		그릇을 ~	C	중급
5917	비웃다	동사		남의 의견을 ~	C	중급
	비유01	명사		~를 들다		중급
3040	비율02	명사	比率	~이 낮다	C	중급
	비자08	명사		~를 신청하다		중급
2528	비중01	명사	比重	~이 높다	C	중급
2198	비추다	동사		달빛이 ~	C	중급
2129	비치다01	동사		햇빛이 ~	C	중급
5918	비키다	동사		자리를 ~	B	중급
6075	비타민	명사		vitamin	B	중급
	비틀거리다	동사		비틀거리며 걷다		중급
1314	비판01	명사	批判	~을 가하다	C	중급
	비판적	관형사/명사		비판적 사고		중급
7264	비판적	명사	批判的		C	
2384	비판하다	동사	批判-		B	
448	비하다	동사	比-	비할 수 없다	C	중급
6609	비행02	명사	非行		C	
3932	비행03	명사	飛行	야간 비행	C	중급
1171	비행기	명사	飛行機	~를 타다	A	초급
7536	비행장	명사	飛行場	~에 착륙하다	C	중급
	빈자리	명사		~에 앉다		중급
2898	빌다01	동사		소원을 ~	B	중급
6076	빌딩	명사		building	B	초급
1315	빌리다	동사		돈을 ~	B	초급
23601	빗01	명사		~으로 빗다	B	중급
	빗길	명사		~에 미끄러지다		중급
	빗다02	동사		머리를 ~		중급
4701	빗물	명사		~이 흐르다	B	중급
8785	빗방울	명사		~이 떨어지다	C	중급
6610	빗줄기	명사			C	
3813	빚	명사		~을 갚다	C	중급
	빚다	동사		도자기를 ~		중급
816	빛	명사		~이 나다	B	중급
3531	빛깔	명사		~이 곱다	C	중급
2005	빛나다	동사		별빛이	C	중급
6077	빠뜨리다	동사		바다에 ~	C	중급
613	빠르다	형용사		걸음이 ~	A	초급
1977	빠져나가다	동사		감옥에서 ~	C	중급
3357	빠져나오다	동사		몰래 빠져나오다	C	중급
1220	빠지다01	동사		머리가 ~	B	중급
717	빠지다02	동사		물에 ~	B	초급
	빠짐없이	부사		빠짐없이 참석하다		중급
	빠트리다	동사		물에 ~		중급
9605	빨간색	명사	-色	색깔	A	초급
	빨강	명사		~으로 칠하다		중급
2385	빨갛다	형용사		사과가 ~	B	초급
	빨개지다	동사		얼굴이 ~		중급
5223	빨다01	동사		젖을 ~	C	중급
5761	빨다02	동사		옷을 ~	B	초급
2632	빨래	명사		~를 하다	B	초급
572	빨리	부사		빨리 걷다	A	초급
2130	빵01	명사		~을 먹다	A	초급
	빵집	명사		~에서 일하다		초급
5224	빼놓다	동사		전구를 ~	C	중급
998	빼다01	동사		가시를 ~	B	초급
3991	빼앗기다	동사		재산을 ~	C	중급
